时间,电能,进料数量,功率,1温区上,,1温区下,2温区上,2温区下,3温区上,3温区下,4温区上,4温区下,5温区上,5温区下,6温区上,6温区下,7温区上,7温区下,8温区上,8温区下,9温区上,9温区下,10温区上,10温区下,11温区上,11温区下,12温区上,12温区下,13温区上,13温区下,14温区上,14温区下,15温区上,15温区下,16温区上,16温区下,17温区上,17温区下,18温区上,18温区下,19温区上,19温区下,20温区上,20温区下,21温区上,21温区下
2016/10/23 8:13,3313992,48,445.3,361,-7,360,602,567,703,669,751,750,753,750,752,750,775,750,900,881,1000,987,1065,1065,1065,1065,1065,1062,1065,1065,1065,1065,1065,1065,1065,1065,1059,1057,1065,1056,1012,1000,961,950,866,849
2016/10/23 8:18,3314032,49,524.2,358,-3,360,597,567,692,668,749,750,747,750,748,750,774,750,900,882,1000,987,1065,1065,1065,1065,1065,1062,1065,1065,1065,1065,1065,1065,1065,1065,1059,1057,1065,1057,1013,1000,961,950,865,850
2016/10/23 8:23,3314069,49,445.1,371,13,360,607,567,698,669,751,750,753,750,752,750,774,750,900,882,1000,987,1065,1065,1065,1065,1065,1063,1065,1065,1065,1065,1065,1065,1065,1065,1059,1057,1065,1057,1014,1000,961,950,865,850
2016/10/23 8:28,3314110,49,475.9,372,1,360,595,567,704,670,750,750,749,750,749,750,777,750,900,883,1000,987,1065,1065,1065,1065,1065,1063,1065,1065,1065,1065,1065,1065,1065,1065,1059,1057,1065,1057,1015,1000,960,950,865,850
2016/10/23 8:33,3314148,49,467.2,366,-6,359,601,567,696,669,750,750,751,750,751,750,773,750,900,883,1000,988,1065,1065,1065,1065,1065,1063,1065,1065,1065,1065,1065,1065,1065,1065,1059,1057,1065,1057,1015,1000,960,950,865,850
2016/10/23 8:38,3314189,49,461.3,359,-7,359,602,568,703,671,750,750,752,750,751,750,777,750,900,884,1000,988,1065,1065,1065,1065,1065,1063,1065,1065,1065,1065,1065,1065,1065,1065,1059,1057,1065,1057,1016,1000,960,950,865,850
2016/10/23 8:43,3314228,49,515.3,359,0,360,596,567,698,670,749,750,748,750,749,750,773,750,900,884,1000,988,1065,1065,1065,1065,1065,1063,1065,1065,1065,1065,1065,1065,1065,1065,1059,1057,1065,1057,1018,1000,961,950,864,850
2016/10/23 8:48,3314267,49,440,372,13,360,607,568,703,672,751,750,753,750,752,750,776,750,900,884,1000,988,1065,1065,1065,1065,1065,1063,1065,1065,1065,1065,1065,1065,1065,1065,1059,1057,1065,1057,1018,1000,962,950,864,850
2016/10/23 8:53,3314306,51,496.4,374,2,359,597,567,700,672,748,750,748,750,748,750,773,750,900,885,1000,988,1065,1065,1065,1065,1065,1063,1065,1065,1065,1065,1065,1065,1065,1065,1059,1057,1065,1057,1019,1000,963,950,863,850
2016/10/23 8:58,3314345,53,439.2,369,-5,360,603,568,702,672,752,750,753,750,752,750,773,750,900,885,1000,989,1065,1065,1065,1065,1065,1063,1065,1065,1065,1065,1065,1065,1065,1065,1059,1057,1065,1057,1020,1000,963,950,863,850
2016/10/23 9:03,3314386,53,496.6,361,-8,360,600,568,698,671,747,750,749,750,749,750,778,750,900,886,1000,989,1065,1065,1065,1065,1065,1062,1065,1065,1065,1065,1065,1065,1065,1065,1059,1057,1065,1057,1021,1000,963,950,863,850
2016/10/23 9:08,3314424,54,466.5,359,-2,360,599,568,704,672,754,750,751,750,751,750,772,750,900,886,1000,989,1065,1065,1065,1065,1065,1062,1065,1065,1065,1065,1065,1065,1065,1065,1059,1057,1065,1057,1021,1000,962,950,863,850
2016/10/23 9:13,3314465,54,474.1,370,11,360,602,568,695,672,746,750,751,750,751,750,775,750,900,887,1000,989,1065,1065,1065,1065,1065,1062,1065,1065,1065,1065,1065,1065,1065,1065,1059,1057,1065,1057,1021,1000,962,950,862,850
2016/10/23 9:18,3314502,55,469.9,372,2,358,597,567,705,672,753,750,748,750,749,750,772,750,900,887,1000,990,1065,1065,1065,1065,1065,1062,1065,1065,1065,1065,1065,1065,1065,1065,1059,1057,1065,1057,1022,1000,962,950,861,850
2016/10/23 9:23,3314542,55,463.8,367,-5,357,605,568,697,671,748,750,753,750,752,750,775,750,900,887,1000,990,1065,1065,1065,1065,1065,1063,1065,1065,1065,1065,1065,1065,1065,1065,1059,1057,1065,1057,1022,1000,963,950,858,849
2016/10/23 9:28,3314583,56,506.8,359,-8,357,597,567,702,668,750,750,748,750,748,750,777,750,900,887,1000,990,1065,1065,1065,1065,1065,1062,1065,1065,1065,1065,1065,1065,1065,1065,1059,1057,1065,1057,1023,1000,964,950,857,849
2016/10/23 9:33,3314621,56,454.7,360,1,347,601,564,700,667,752,750,752,750,752,750,773,750,901,887,1000,990,1065,1065,1065,1065,1065,1063,1065,1065,1065,1065,1065,1065,1065,1065,1059,1057,1065,1057,1023,1000,965,950,857,848
2016/10/23 9:38,3314661,56,474.8,376,16,348,601,565,698,671,747,750,750,750,750,750,771,750,900,887,1000,991,1065,1065,1065,1065,1065,1064,1065,1065,1065,1065,1065,1065,1065,1065,1059,1057,1065,1056,1023,1000,965,950,857,848
2016/10/23 9:43,3314699,56,461.6,377,1,353,594,567,704,672,753,750,750,750,750,750,770,750,900,887,1000,992,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1059,1057,1065,1056,1023,1000,965,950,858,847
2016/10/23 9:48,3314738,57,461.2,373,-4,358,606,568,696,673,747,750,752,750,752,750,770,750,901,888,1000,992,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1059,1057,1065,1056,1023,1000,966,950,861,848
2016/10/23 9:53,3314776,57,461.9,368,-5,361,603,569,701,674,752,750,748,750,748,750,770,750,900,888,1000,993,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1059,1057,1065,1056,1024,1000,966,950,865,849
2016/10/23 9:58,3314815,58,468.6,363,-5,360,597,569,697,673,750,750,753,750,752,750,770,750,900,888,1000,993,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1059,1057,1065,1056,1024,1000,967,950,870,848
2016/10/23 10:03,3314855,59,479,357,-6,359,607,569,701,674,748,750,748,750,749,750,771,750,900,888,1000,993,1065,1065,1065,1065,1065,1064,1065,1065,1065,1065,1065,1065,1065,1065,1059,1057,1065,1056,1024,1000,968,950,873,849
2016/10/23 10:08,3314893,60,453.8,363,6,360,596,569,703,674,754,750,751,750,750,750,770,750,900,888,1000,993,1065,1065,1065,1065,1065,1064,1065,1065,1065,1065,1065,1065,1065,1065,1059,1057,1065,1056,1024,1000,969,950,874,850
2016/10/23 10:13,3314932,60,456.8,374,11,360,603,569,695,675,746,750,751,750,751,750,771,750,900,888,1000,993,1065,1065,1065,1065,1065,1064,1065,1065,1065,1065,1065,1065,1065,1065,1059,1057,1065,1056,1024,1000,970,951,871,850
2016/10/23 10:18,3314969,61,448.2,372,-2,359,603,570,700,675,753,750,748,750,749,750,771,750,900,889,1000,993,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1059,1057,1065,1057,1024,1000,970,950,865,850
2016/10/23 10:23,3315008,61,464.3,367,-5,360,596,570,700,675,749,750,752,750,751,750,772,750,900,889,1000,993,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1059,1057,1065,1057,1024,1000,971,950,860,847
2016/10/23 10:28,3315046,61,453.3,362,-5,361,607,570,704,675,750,750,748,750,748,750,771,750,900,889,1000,993,1065,1065,1065,1065,1065,1063,1065,1065,1065,1065,1065,1065,1065,1065,1059,1057,1065,1057,1025,1000,971,950,860,844
2016/10/23 10:33,3315085,62,476.8,357,-5,352,599,567,696,674,752,750,752,750,752,750,774,750,900,888,1000,993,1065,1065,1065,1065,1065,1062,1065,1065,1065,1065,1065,1065,1065,1065,1059,1057,1065,1057,1025,1000,972,950,863,849
2016/10/23 10:38,3315122,62,445,368,11,349,598,566,704,674,746,750,750,750,750,750,776,750,900,888,1000,993,1065,1065,1065,1065,1065,1062,1065,1065,1065,1065,1065,1065,1065,1065,1059,1057,1065,1057,1025,1000,972,950,868,851
2016/10/23 10:43,3315158,62,428.6,375,7,352,603,565,698,674,754,750,750,750,751,750,774,750,900,888,1000,993,1065,1065,1065,1065,1065,1062,1065,1065,1065,1065,1065,1065,1065,1065,1059,1057,1065,1057,1025,1000,973,950,870,850
2016/10/23 10:48,3315196,64,441.2,372,-3,353,595,565,702,675,747,750,752,750,751,750,775,750,900,888,1000,993,1065,1065,1065,1065,1065,1062,1065,1065,1065,1065,1065,1065,1065,1065,1060,1057,1065,1057,1025,1000,973,950,873,850
2016/10/23 10:53,3315232,64,438.3,368,-4,356,605,565,702,676,751,750,748,750,749,750,772,750,900,888,1000,993,1065,1065,1065,1065,1065,1063,1065,1065,1065,1065,1065,1065,1065,1065,1060,1057,1065,1057,1025,1000,973,950,876,849
2016/10/23 10:58,3315271,65,449.5,362,-6,357,598,567,697,677,750,750,753,750,752,750,771,750,900,889,1000,993,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1060,1057,1065,1057,1025,1000,974,950,879,850
2016/10/23 11:03,3315310,65,491.2,358,-4,359,597,568,702,678,749,750,748,750,749,750,772,750,900,890,1000,993,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1060,1057,1065,1056,1025,1000,974,950,880,848
2016/10/23 11:08,3315345,66,419.7,364,6,360,609,568,702,679,753,750,751,750,751,750,771,750,900,890,1000,993,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1060,1057,1065,1056,1025,1000,974,950,883,851
2016/10/23 11:13,3315383,66,454.4,369,5,360,600,568,698,676,746,750,750,750,749,750,772,750,900,890,1000,994,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1060,1057,1065,1057,1025,1000,974,950,886,851
2016/10/23 11:18,3315420,66,438.4,365,-4,360,598,568,703,676,754,750,749,750,750,750,772,750,900,890,1000,993,1065,1065,1065,1065,1065,1063,1065,1065,1065,1065,1065,1065,1065,1065,1060,1057,1065,1057,1026,1000,975,950,887,850
2016/10/23 11:23,3315458,68,447.5,359,-6,359,604,568,695,674,747,750,753,750,751,750,775,750,900,890,1000,994,1065,1065,1065,1065,1065,1062,1065,1065,1065,1065,1065,1065,1065,1065,1060,1057,1065,1057,1026,1000,975,950,890,851
2016/10/23 11:28,3315494,68,450.7,361,2,360,597,569,707,674,751,750,748,750,749,750,773,750,900,890,1000,994,1065,1065,1065,1065,1065,1062,1065,1065,1065,1065,1065,1065,1065,1065,1060,1057,1065,1057,1026,1000,975,950,890,850
2016/10/23 11:33,3315530,69,418.8,371,10,360,604,569,700,672,751,750,753,750,752,750,774,750,900,891,1000,994,1065,1065,1065,1065,1065,1063,1065,1065,1065,1065,1065,1065,1065,1065,1060,1058,1065,1057,1026,1000,975,950,893,850
2016/10/23 11:38,3315567,70,464,370,-1,359,597,569,699,672,748,750,749,750,749,750,773,750,900,891,1000,994,1065,1065,1065,1065,1065,1063,1065,1065,1065,1065,1065,1065,1065,1065,1060,1058,1065,1058,1026,1000,975,950,893,850
2016/10/23 11:43,3315603,70,403.9,362,-8,360,604,569,703,671,754,750,751,750,751,750,773,750,900,891,1000,995,1065,1065,1065,1065,1065,1063,1065,1065,1065,1065,1065,1065,1065,1065,1060,1058,1065,1058,1026,1000,976,950,894,851
2016/10/23 11:48,3315643,70,480,357,-5,359,600,570,696,670,746,750,751,750,750,750,777,750,900,891,1000,995,1065,1065,1065,1065,1065,1063,1065,1065,1065,1065,1065,1065,1065,1065,1060,1058,1065,1058,1026,1000,976,950,896,850
2016/10/23 11:53,3315677,71,431.4,368,11,360,599,571,699,673,754,750,749,750,749,750,775,750,900,891,1000,995,1065,1065,1065,1065,1065,1063,1065,1065,1065,1065,1065,1065,1065,1065,1060,1059,1065,1058,1026,1000,976,950,896,850
2016/10/23 11:58,3315713,71,406.7,375,7,360,605,572,705,675,749,750,752,750,752,750,776,750,900,891,1000,995,1065,1066,1065,1065,1065,1063,1065,1065,1065,1065,1065,1065,1065,1065,1060,1059,1065,1059,1026,1000,976,950,899,850
2016/10/23 12:03,3315750,72,460.9,370,-5,361,593,573,692,675,750,750,748,750,748,750,775,750,900,891,1000,996,1065,1066,1065,1065,1065,1064,1065,1065,1065,1065,1065,1065,1065,1065,1060,1059,1065,1059,1026,1000,976,950,898,850
2016/10/23 12:08,3315786,72,404.1,362,-8,360,604,573,706,675,752,750,753,750,752,750,774,750,900,891,1000,996,1065,1066,1065,1065,1065,1064,1065,1065,1065,1065,1065,1065,1065,1065,1060,1059,1065,1059,1026,1000,976,950,900,850
2016/10/23 12:13,3315824,73,483.9,358,-4,360,598,573,696,675,747,750,749,750,750,750,775,750,900,891,1000,996,1065,1066,1065,1065,1065,1064,1065,1065,1065,1065,1065,1065,1065,1065,1060,1059,1065,1059,1026,1000,976,950,899,850
2016/10/23 12:18,3315858,73,407.5,370,12,360,600,573,705,674,754,750,751,750,750,750,773,750,900,891,1000,996,1065,1066,1065,1065,1065,1064,1065,1065,1065,1065,1065,1065,1065,1065,1060,1059,1065,1059,1027,1000,976,950,900,850
2016/10/23 12:23,3315895,73,429.5,374,4,361,604,573,698,675,747,750,751,750,751,750,775,750,900,891,1000,996,1065,1065,1065,1065,1065,1064,1065,1065,1065,1065,1065,1065,1065,1065,1060,1059,1065,1059,1027,1000,976,950,901,850
2016/10/23 12:28,3315931,73,447.5,367,-7,360,596,572,697,675,752,750,748,750,749,750,773,750,900,891,1000,996,1065,1065,1065,1065,1065,1064,1065,1065,1065,1065,1065,1065,1065,1065,1060,1059,1065,1059,1027,1000,977,950,900,850
2016/10/23 12:33,3315967,74,421.6,359,-8,360,607,573,707,675,749,750,753,750,752,750,775,750,900,891,1000,996,1065,1065,1065,1065,1065,1064,1065,1065,1065,1065,1065,1065,1065,1065,1060,1059,1065,1059,1027,1000,977,950,903,850
2016/10/23 12:38,3316005,74,472.9,360,1,360,596,573,695,676,750,750,748,750,749,750,778,750,900,891,1000,996,1065,1065,1065,1065,1065,1064,1065,1065,1065,1065,1065,1065,1065,1065,1060,1059,1065,1059,1027,1000,977,950,901,850
2016/10/23 12:43,3316039,75,406.3,372,12,359,603,573,699,676,752,750,752,750,752,750,774,750,900,891,1000,996,1065,1065,1065,1065,1065,1064,1065,1065,1065,1065,1065,1065,1065,1065,1060,1059,1065,1059,1026,1000,977,950,903,850
2016/10/23 12:48,3316076,75,434.6,372,0,361,600,574,700,677,747,750,750,750,751,749,777,750,900,890,1000,996,1065,1065,1065,1065,1065,1064,1065,1065,1065,1065,1065,1065,1065,1065,1060,1059,1065,1059,1026,1000,977,950,903,850
2016/10/23 12:53,3316111,75,419.9,364,-8,360,598,573,703,678,754,750,749,750,749,750,774,750,900,890,1000,996,1065,1065,1065,1065,1065,1064,1065,1065,1065,1065,1065,1065,1065,1065,1060,1059,1065,1059,1026,1000,977,950,902,850
2016/10/23 12:58,3316149,76,451.2,358,-6,360,603,573,697,677,747,750,752,750,752,750,776,751,900,890,1000,996,1065,1065,1065,1065,1065,1063,1065,1065,1065,1065,1065,1065,1065,1065,1060,1059,1065,1059,1026,1000,977,950,904,850
2016/10/23 13:03,3316184,76,439.4,365,7,361,597,573,700,677,752,750,748,750,748,750,777,750,900,890,1000,995,1065,1065,1065,1065,1065,1063,1065,1065,1065,1065,1065,1065,1065,1065,1060,1059,1065,1059,1026,1000,977,950,902,850
2016/10/23 13:08,3316219,77,398.6,374,9,360,608,573,704,675,750,750,753,750,752,750,774,750,900,890,1000,995,1065,1065,1065,1065,1065,1063,1065,1065,1065,1065,1065,1065,1065,1065,1060,1059,1065,1059,1026,1000,977,950,904,850
2016/10/23 13:13,3316255,77,447.1,370,-4,360,598,573,698,676,749,750,749,750,750,750,777,750,900,889,1000,995,1065,1065,1065,1065,1065,1063,1065,1065,1065,1065,1065,1065,1065,1065,1060,1059,1065,1059,1026,1000,977,950,902,850
2016/10/23 13:18,3316291,78,410.3,362,-8,359,601,572,703,676,752,750,751,750,750,750,774,750,900,890,1000,995,1065,1065,1065,1065,1065,1064,1065,1065,1065,1065,1065,1065,1065,1065,1060,1059,1065,1058,1026,1000,977,950,902,850
2016/10/23 13:23,3316329,78,456.4,358,-4,359,601,573,697,677,746,750,751,750,751,750,777,750,900,890,1000,995,1065,1065,1065,1065,1065,1063,1065,1065,1065,1065,1065,1065,1065,1065,1060,1058,1065,1058,1026,1000,977,950,902,850
2016/10/23 13:28,3316363,79,428.3,370,12,360,599,573,702,678,753,750,748,750,749,750,773,750,900,890,1000,995,1065,1065,1065,1065,1065,1064,1065,1065,1065,1065,1065,1065,1065,1065,1060,1058,1065,1058,1026,1000,977,950,902,850
2016/10/23 13:33,3316399,79,420.5,373,3,360,604,574,697,679,748,750,753,750,752,750,776,750,900,890,1000,995,1065,1065,1065,1065,1065,1064,1065,1065,1065,1065,1065,1065,1065,1065,1060,1058,1065,1058,1026,1000,977,950,903,850
2016/10/23 13:38,3316435,80,437.2,367,-6,360,595,573,701,679,751,750,748,750,749,750,776,750,900,890,1000,995,1065,1065,1065,1065,1065,1064,1065,1065,1065,1065,1065,1065,1065,1065,1060,1058,1065,1058,1026,1000,977,950,902,850
2016/10/23 13:43,3316470,81,404.3,361,-6,360,606,573,704,678,751,750,752,750,752,750,774,750,900,890,1000,995,1065,1065,1065,1065,1065,1064,1065,1065,1065,1065,1065,1065,1065,1065,1060,1058,1065,1058,1026,1000,977,950,904,850
2016/10/23 13:48,3316508,82,469.8,358,-3,359,597,573,697,679,748,750,750,750,751,750,778,750,900,890,1000,995,1065,1065,1065,1065,1065,1064,1065,1065,1065,1065,1065,1065,1065,1065,1060,1058,1065,1058,1026,1000,977,950,903,850
2016/10/23 13:53,3316542,82,405.6,370,12,359,604,572,705,677,753,750,749,750,749,750,774,750,900,890,1000,995,1065,1065,1065,1065,1065,1064,1065,1065,1065,1065,1065,1065,1065,1065,1060,1058,1065,1057,1026,1000,977,950,903,850
2016/10/23 13:58,3316578,82,434.8,373,3,360,601,572,696,678,746,750,753,750,752,750,776,750,900,890,1000,995,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1060,1058,1065,1057,1026,1000,977,950,903,850
2016/10/23 14:03,3316613,84,431.6,368,-5,360,598,572,701,677,753,750,748,750,748,750,775,750,900,890,1000,995,1065,1065,1065,1065,1065,1064,1065,1065,1065,1065,1065,1065,1065,1065,1060,1058,1065,1057,1026,1000,977,950,903,850
2016/10/23 14:08,3316650,85,411.6,361,-7,360,605,571,703,677,748,750,752,750,752,750,775,750,900,890,1000,995,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1060,1058,1065,1057,1026,1000,977,950,903,850
2016/10/23 14:13,3316687,85,469.5,357,-4,360,595,571,695,677,750,750,750,750,750,750,777,750,900,890,1000,995,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1060,1058,1065,1057,1026,1000,977,950,903,850
2016/10/23 14:18,3316721,86,406.2,370,13,359,606,571,706,678,752,750,749,750,750,750,774,750,900,890,1000,995,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1060,1058,1065,1057,1026,1000,977,950,904,850
2016/10/23 14:23,3316757,86,442.7,373,3,360,598,572,695,678,748,750,752,750,751,750,777,750,900,890,1000,995,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1060,1058,1065,1057,1026,1000,977,950,904,850
2016/10/23 14:28,3316792,88,419.8,367,-6,360,600,572,705,678,752,750,748,750,749,750,773,750,900,891,1000,995,1065,1065,1065,1065,1065,1064,1065,1065,1065,1065,1065,1065,1065,1065,1060,1058,1065,1057,1026,1000,977,950,903,850
2016/10/23 14:33,3316829,88,430.7,360,-7,360,602,573,699,679,748,750,753,750,751,750,773,750,900,891,1000,995,1065,1066,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1060,1058,1065,1057,1026,1000,977,950,903,850
2016/10/23 14:38,3316865,90,452.5,358,-2,359,599,573,702,678,752,750,748,750,748,750,774,750,900,891,1000,995,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1060,1058,1065,1057,1026,1000,977,950,903,850
2016/10/23 14:43,3316900,90,416.1,372,14,359,605,573,700,678,749,750,751,750,751,750,772,750,900,891,1000,995,1065,1065,1065,1065,1065,1064,1065,1065,1065,1065,1065,1065,1065,1065,1060,1058,1065,1057,1026,1000,977,950,903,850
2016/10/23 14:48,3316935,91,424.2,374,2,360,595,574,701,679,751,750,751,750,750,750,773,751,900,892,1000,995,1065,1065,1065,1065,1065,1066,1065,1065,1065,1065,1065,1065,1065,1065,1060,1058,1065,1057,1026,1000,977,950,904,850
2016/10/23 14:53,3316970,91,414.2,369,-5,360,604,573,701,678,750,750,748,750,750,750,772,750,900,892,1000,995,1065,1065,1065,1065,1065,1064,1065,1065,1065,1065,1065,1065,1065,1065,1060,1058,1065,1057,1026,1000,977,950,903,850
2016/10/23 14:58,3317007,91,435.7,361,-8,360,597,573,700,678,749,750,753,750,751,750,777,750,900,892,1000,995,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1060,1058,1065,1057,1026,1000,977,950,904,850
2016/10/23 15:03,3317043,92,444.8,358,-3,358,604,572,701,678,751,750,748,750,748,750,773,750,900,892,1000,995,1065,1065,1065,1065,1065,1064,1065,1065,1065,1065,1065,1065,1065,1065,1060,1058,1065,1057,1026,1000,977,950,903,850
2016/10/23 15:08,3317078,92,419.5,371,13,359,602,573,698,679,749,750,753,750,752,750,775,750,900,892,1000,995,1065,1065,1065,1065,1065,1064,1065,1065,1065,1065,1065,1065,1065,1065,1060,1058,1065,1057,1026,1000,977,950,904,850
2016/10/23 15:13,3317114,92,428.5,372,1,361,597,573,701,680,751,750,749,750,749,750,775,750,900,892,1000,995,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1060,1058,1065,1057,1026,1000,977,950,903,850
2016/10/23 15:18,3317148,92,420.1,367,-5,360,606,573,699,679,749,750,751,750,751,750,773,750,900,892,1000,995,1065,1065,1065,1065,1065,1064,1065,1065,1065,1065,1065,1065,1065,1065,1060,1058,1065,1057,1026,1000,977,950,903,850
2016/10/23 15:23,3317186,92,436.4,359,-8,359,595,573,701,679,752,750,752,750,751,750,778,750,900,892,1000,995,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1060,1058,1065,1057,1026,1000,977,950,904,850
2016/10/23 15:28,3317221,93,441.5,360,1,359,605,572,701,678,748,750,748,750,749,750,774,750,900,892,1000,995,1065,1065,1065,1065,1065,1063,1065,1065,1065,1065,1065,1065,1065,1065,1060,1058,1065,1057,1026,1000,977,950,903,850
2016/10/23 15:33,3317257,93,417.9,373,13,360,600,573,700,679,752,750,753,750,752,750,776,750,900,892,1000,995,1065,1065,1065,1065,1065,1063,1065,1065,1065,1065,1065,1065,1065,1065,1060,1058,1065,1057,1026,1000,977,950,904,850
2016/10/23 15:38,3317293,93,444.1,372,-1,360,599,572,699,678,748,750,748,750,748,750,777,750,900,892,1000,996,1065,1065,1065,1065,1065,1063,1065,1065,1065,1065,1065,1065,1065,1065,1060,1058,1065,1057,1026,1000,977,950,904,850
2016/10/23 15:43,3317327,93,397.7,366,-6,360,605,574,702,679,752,750,752,750,752,750,775,750,900,892,1000,996,1065,1065,1065,1065,1065,1063,1065,1065,1065,1065,1065,1065,1065,1065,1060,1058,1065,1057,1026,1000,977,950,904,850
2016/10/23 15:48,3317366,93,469.2,359,-7,359,595,574,696,681,748,750,750,750,750,750,776,750,900,892,1000,996,1065,1066,1065,1065,1065,1064,1065,1065,1065,1065,1065,1065,1065,1065,1060,1058,1065,1057,1026,1000,977,950,904,850
2016/10/23 15:53,3317400,93,410,361,2,359,604,575,705,681,753,750,750,750,750,750,772,750,900,892,1000,997,1065,1066,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1060,1058,1065,1057,1026,1000,977,950,904,850
2016/10/23 15:58,3317437,93,443,371,10,359,597,575,692,682,748,750,752,750,752,750,777,750,900,893,1000,997,1065,1066,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1060,1058,1065,1057,1026,1000,977,950,904,850
2016/10/23 16:03,3317471,93,414.4,370,-1,361,604,575,705,680,751,750,748,750,749,750,772,750,900,893,1000,997,1065,1066,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1060,1058,1065,1057,1026,1000,977,950,904,850
2016/10/23 16:08,3317508,93,424.4,363,-7,360,601,575,698,679,751,750,753,750,752,750,775,750,900,893,1000,997,1065,1066,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1060,1058,1065,1057,1026,1000,977,950,904,850
2016/10/23 16:13,3317547,94,478.9,357,-6,356,596,573,701,677,747,750,748,750,748,750,778,750,899,892,1000,997,1065,1066,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1060,1058,1065,1057,1026,1000,977,950,903,850
2016/10/23 16:18,3317581,94,394.9,362,5,343,604,566,701,675,754,750,752,750,752,750,776,750,901,892,1000,997,1065,1066,1065,1065,1065,1064,1065,1065,1065,1065,1065,1065,1065,1065,1060,1059,1065,1057,1027,1000,977,950,904,850
2016/10/23 16:23,3317617,94,435.5,381,19,341,601,569,697,677,746,750,750,750,751,750,779,750,902,892,1000,997,1065,1066,1065,1065,1065,1064,1065,1065,1065,1065,1065,1065,1065,1065,1060,1059,1065,1058,1027,1000,977,950,904,850
2016/10/23 16:28,3317652,95,425.5,382,1,347,597,570,705,677,753,750,749,750,749,750,774,750,899,892,1000,997,1065,1066,1065,1065,1065,1064,1065,1065,1065,1065,1065,1065,1065,1065,1060,1059,1065,1058,1026,1000,977,950,903,850
2016/10/23 16:33,3317690,95,440.2,371,-11,339,600,565,694,675,748,750,752,750,751,750,776,750,900,892,1000,997,1065,1066,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1060,1059,1065,1057,1026,1000,977,950,905,850
2016/10/23 16:38,3317727,96,460.6,357,-14,326,599,558,701,670,749,750,748,750,749,750,775,750,901,891,1000,996,1065,1066,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1060,1059,1065,1058,1027,1000,978,950,905,850
2016/10/23 16:43,3317764,96,443.8,361,4,320,600,553,698,668,752,750,753,750,752,750,775,750,899,890,1000,996,1065,1066,1065,1065,1065,1064,1065,1065,1065,1065,1065,1065,1065,1065,1060,1059,1065,1058,1027,1000,978,950,907,850
2016/10/23 16:48,3317800,97,459.5,369,8,317,594,549,697,664,747,750,748,750,748,750,774,750,900,890,1000,995,1065,1066,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1060,1059,1065,1058,1027,1000,978,950,907,850
2016/10/23 16:53,3317835,97,392.1,369,0,316,603,548,702,663,753,750,752,750,752,750,773,750,900,890,1000,995,1065,1066,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1060,1059,1065,1058,1027,1000,978,950,908,850
2016/10/23 16:58,3317873,97,460.5,367,-2,316,593,546,695,661,746,750,750,750,749,750,775,750,900,890,1000,995,1065,1066,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1060,1059,1065,1059,1027,1000,978,950,909,850
2016/10/23 17:03,3317907,98,408.8,366,-1,318,601,546,703,661,753,750,750,750,751,750,774,750,900,890,1000,996,1065,1066,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1060,1059,1065,1059,1027,1000,978,950,909,850
