时间,电能,进料数量,功率,1温区上,,1温区下,2温区上,2温区下,3温区上,3温区下,4温区上,4温区下,5温区上,5温区下,6温区上,6温区下,7温区上,7温区下,8温区上,8温区下,9温区上,9温区下,10温区上,10温区下,11温区上,11温区下,12温区上,12温区下,13温区上,13温区下,14温区上,14温区下,15温区上,15温区下,16温区上,16温区下,17温区上,17温区下,18温区上,18温区下,19温区上,19温区下,20温区上,20温区下,21温区上,21温区下
2016/10/22 14:21,3306868,69,390.4,454,,360,632,601,698,700,745,750,753,750,752,750,748,750,902,890,995,998,1065,1075,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1061,1061,1065,1065,1031,1006,986,950,932,904
2016/10/22 14:29,3306900,69,390.4,454,0,360,632,601,698,700,745,750,753,750,752,750,748,750,902,890,995,998,1065,1075,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1061,1061,1065,1065,1031,1006,986,950,932,904
2016/10/22 14:43,3306992,69,372,460,6,360,648,600,704,700,748,750,749,750,751,750,754,750,899,890,1001,998,1065,1075,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1061,1061,1065,1065,1029,1007,986,950,932,904
2016/10/22 14:48,3307021,69,366.6,445,-15,348,628,585,701,692,761,750,753,750,757,750,774,750,913,890,1001,998,1064,1075,1065,1065,1065,1064,1065,1065,1065,1065,1065,1065,1065,1065,1061,1061,1065,1065,1029,1005,985,950,931,900
2016/10/22 14:53,3307053,69,399.8,444,-1,353,628,586,704,692,746,750,748,750,749,750,773,750,904,889,999,998,1065,1075,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1061,1061,1065,1065,1029,1005,984,950,931,898
2016/10/22 14:58,3307086,69,384.7,446,2,357,629,587,708,692,752,750,753,750,752,750,771,750,899,888,1000,997,1065,1074,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1061,1061,1065,1065,1028,1004,983,950,930,896
2016/10/22 15:03,3307118,69,391.2,447,1,360,630,588,711,693,749,750,749,750,749,750,767,750,901,887,1000,997,1065,1074,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1061,1061,1065,1065,1028,1004,983,950,929,895
2016/10/22 15:08,3307151,69,373.3,448,1,361,632,590,714,694,751,750,751,750,750,750,769,750,900,887,1000,997,1065,1074,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1061,1061,1065,1065,1028,1004,982,950,929,894
2016/10/22 15:13,3307179,69,330.8,451,3,365,638,597,721,699,754,750,751,750,751,750,765,750,901,889,1000,998,1065,1074,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1061,1061,1065,1065,1028,1003,982,950,927,891
2016/10/22 15:18,3307209,69,374.3,450,-1,360,642,600,724,700,748,750,748,750,749,750,764,750,899,889,1000,998,1065,1074,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1061,1061,1065,1065,1028,1002,981,950,927,889
2016/10/22 15:23,3307240,71,372.3,449,-1,357,641,597,724,699,752,750,753,750,751,750,764,750,900,889,1000,998,1065,1073,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1061,1061,1065,1065,1028,1002,980,950,926,889
2016/10/22 15:28,3307272,71,395.9,445,-4,358,638,594,723,699,750,750,748,750,748,750,764,750,900,888,1000,997,1065,1073,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1061,1062,1065,1065,1028,1003,980,950,926,890
2016/10/22 15:33,3307303,73,345.9,449,4,361,650,601,730,701,751,750,752,750,752,750,764,750,900,889,1000,997,1065,1073,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1061,1062,1065,1065,1029,1003,980,950,926,893
2016/10/22 15:38,3307332,73,361.5,446,-3,360,651,600,729,700,751,750,751,750,748,750,760,750,900,889,1000,997,1065,1073,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1061,1062,1065,1065,1029,1003,980,950,926,894
2016/10/22 15:43,3307363,73,363.1,438,-8,360,649,600,728,700,750,750,749,750,752,750,763,750,900,889,1000,997,1065,1073,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1061,1062,1065,1065,1029,1003,980,950,926,895
2016/10/22 15:48,3307393,73,362.5,434,-4,360,646,600,727,700,751,750,752,750,750,750,761,750,900,889,1000,996,1065,1073,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1061,1062,1065,1065,1029,1003,980,950,926,895
2016/10/22 15:53,3307423,73,355.6,438,4,361,649,600,728,700,750,750,751,750,749,750,762,750,900,889,1000,996,1065,1073,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1061,1062,1065,1065,1029,1003,980,950,926,895
2016/10/22 15:58,3307453,74,355.1,443,5,360,657,600,731,700,749,750,750,750,752,750,761,750,899,889,1000,997,1065,1073,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1061,1062,1065,1065,1030,1003,980,950,926,896
2016/10/22 16:03,3307481,74,321.1,445,2,364,662,601,732,700,750,750,752,750,748,750,760,750,900,890,1000,997,1065,1073,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1061,1062,1065,1065,1029,1003,981,950,926,896
2016/10/22 16:08,3307508,75,331.5,445,0,361,658,600,731,700,751,750,753,750,752,750,759,750,901,892,1000,998,1065,1073,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1061,1062,1065,1065,1029,1002,980,950,926,892
2016/10/22 16:13,3307539,75,365.3,442,-3,360,644,597,727,699,750,750,755,750,749,750,761,750,900,891,1000,999,1065,1073,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1061,1061,1065,1064,1029,1001,980,950,923,885
2016/10/22 16:18,3307570,75,345.2,439,-3,362,648,599,728,700,750,750,756,750,751,750,765,750,900,892,1000,999,1065,1073,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1061,1061,1065,1064,1028,1000,979,950,922,882
2016/10/22 16:23,3307599,76,361.4,434,-5,359,651,601,729,700,750,750,757,750,750,750,768,750,900,892,1000,1000,1065,1073,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1061,1061,1065,1064,1028,1000,979,950,920,881
2016/10/22 16:28,3307631,77,395.6,429,-5,356,647,597,727,698,749,750,757,750,749,750,764,750,898,892,1000,999,1065,1073,1065,1065,1065,1065,1065,1065,1065,1065,1065,1064,1065,1065,1061,1061,1065,1064,1028,1000,980,950,919,881
2016/10/22 16:33,3307663,77,377.3,414,-15,347,639,586,722,693,749,750,757,750,752,750,762,750,901,891,1000,999,1065,1073,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1061,1062,1065,1064,1028,1000,980,950,918,881
2016/10/22 16:38,3307694,78,377,401,-13,339,627,578,718,689,752,750,756,750,751,750,756,750,900,890,1000,998,1065,1073,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1061,1062,1065,1065,1028,1000,980,950,918,881
2016/10/22 16:43,3307725,78,370.1,403,2,347,618,581,722,692,753,750,757,750,750,750,766,750,901,891,1000,999,1065,1073,1065,1065,1065,1065,1065,1065,1065,1065,1065,1066,1065,1065,1061,1062,1065,1064,1028,1000,980,950,915,879
2016/10/22 16:48,3307756,79,374.4,407,4,359,614,589,727,697,752,750,758,750,751,750,767,750,899,891,1000,1000,1065,1073,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1061,1062,1065,1064,1028,1000,980,950,913,878
2016/10/22 16:53,3307787,79,362.4,409,2,360,605,591,730,699,752,750,758,750,751,750,766,750,900,892,1000,1000,1065,1073,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1061,1062,1065,1064,1028,1000,980,950,914,877
2016/10/22 16:58,3307817,80,364.4,411,2,360,606,590,732,699,751,750,759,750,751,750,770,750,900,892,1000,1000,1065,1073,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1061,1062,1065,1064,1028,1000,979,950,912,876
2016/10/22 17:03,3307848,80,375.8,412,1,359,612,589,732,698,751,750,759,750,752,750,766,750,899,893,1000,1000,1065,1072,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1061,1062,1065,1064,1028,1000,979,950,913,875
2016/10/22 17:08,3307879,80,365.4,410,-2,360,620,590,730,697,751,750,759,750,752,750,770,750,901,893,1000,1000,1065,1072,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1061,1062,1065,1064,1028,1000,979,950,913,874
2016/10/22 17:13,3307910,81,371.5,402,-8,360,631,592,726,697,750,750,759,750,753,750,768,750,899,894,1000,1000,1065,1072,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1061,1062,1065,1064,1028,1000,979,950,913,874
2016/10/22 17:18,3307940,81,366.4,394,-8,360,637,596,720,697,750,750,759,750,753,750,769,750,900,894,1000,1000,1065,1072,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1061,1062,1065,1064,1028,1000,980,950,914,873
2016/10/22 17:23,3307971,82,365.2,388,-6,360,638,598,710,697,750,750,759,750,753,750,769,750,900,895,1000,1000,1065,1073,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1061,1062,1065,1064,1028,1000,979,950,914,872
2016/10/22 17:28,3308002,82,372.6,383,-5,360,637,597,707,696,751,750,760,750,754,750,767,750,900,895,1000,1000,1065,1073,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1062,1062,1065,1064,1028,1000,979,950,914,873
2016/10/22 17:33,3308033,84,370.6,379,-4,360,632,596,712,694,751,750,760,750,755,750,770,751,900,895,1000,1000,1065,1073,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1062,1062,1065,1064,1028,1000,979,950,915,872
2016/10/22 17:38,3308064,84,373.9,375,-4,360,621,592,717,695,750,750,760,750,755,750,775,753,900,895,1000,1000,1065,1073,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1062,1062,1065,1064,1028,1000,979,950,914,870
2016/10/22 17:43,3308095,86,371.1,370,-5,360,604,591,720,695,749,750,760,750,756,750,778,756,900,896,1000,1000,1065,1073,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1062,1063,1065,1064,1028,1000,979,950,915,870
2016/10/22 17:48,3308127,86,374.6,364,-6,361,597,591,724,696,750,750,760,750,757,750,781,759,900,897,1000,1000,1065,1073,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1062,1063,1065,1064,1028,1000,979,950,915,870
2016/10/22 17:53,3308158,87,368.2,361,-3,360,611,590,727,695,751,750,760,750,758,750,783,762,900,898,1000,1000,1065,1073,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1062,1063,1065,1064,1028,1000,979,950,915,869
2016/10/22 17:58,3308189,87,377.2,359,-2,360,609,592,727,694,749,750,760,750,759,750,786,764,901,900,1000,1000,1065,1073,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1062,1062,1065,1064,1028,1000,979,950,915,868
2016/10/22 18:03,3308220,87,367.2,360,1,360,609,590,724,692,751,750,760,750,760,750,789,766,901,900,1000,1000,1065,1072,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1062,1063,1065,1064,1028,1000,979,950,915,868
2016/10/22 18:08,3308250,88,361.1,364,4,360,607,588,718,690,752,750,760,750,760,750,791,767,901,900,1000,1000,1065,1072,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1062,1063,1065,1064,1028,1000,980,950,915,867
2016/10/22 18:13,3308281,88,365.5,364,0,360,601,586,705,689,751,750,760,750,760,750,792,768,903,900,1000,1000,1065,1072,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1062,1063,1065,1064,1028,1000,980,950,915,867
2016/10/22 18:18,3308313,89,405.3,360,-4,360,594,584,695,689,750,750,759,750,761,750,793,769,904,900,1000,1000,1065,1072,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1062,1063,1065,1064,1028,1000,980,950,915,866
2016/10/22 18:23,3308346,89,374.7,359,-1,360,605,585,706,689,751,750,758,750,762,750,793,770,905,900,1000,1000,1065,1072,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1062,1063,1065,1065,1028,1000,980,950,916,866
2016/10/22 18:28,3308376,90,371.8,368,9,360,599,584,709,688,751,750,758,750,763,750,794,771,906,900,1000,1000,1065,1073,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1062,1063,1065,1064,1027,1000,980,950,915,864
2016/10/22 18:33,3308408,90,370.7,370,2,360,599,584,706,688,751,750,756,750,764,750,794,771,907,900,1000,1000,1065,1073,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1062,1063,1065,1064,1027,1000,980,950,916,864
2016/10/22 18:38,3308438,91,365.1,366,-4,360,607,583,706,686,749,750,755,750,764,750,795,772,908,900,1000,1000,1065,1073,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1062,1063,1065,1065,1028,1000,980,950,915,862
2016/10/22 18:43,3308469,91,382.6,361,-5,360,598,583,704,684,749,750,755,750,764,750,795,773,908,900,1000,1000,1065,1073,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1062,1063,1065,1065,1028,1000,980,950,915,862
2016/10/22 18:48,3308502,91,411.4,358,-3,360,601,583,697,683,750,750,757,750,764,750,796,773,909,900,1000,1000,1065,1073,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1062,1063,1065,1065,1028,1000,980,950,915,861
2016/10/22 18:53,3308502,92,411.4,358,0,360,601,583,697,683,750,750,757,750,764,750,796,773,909,900,1000,1000,1065,1073,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1062,1063,1065,1065,1028,1000,980,950,915,861
2016/10/22 18:58,3308535,92,370.1,368,10,360,604,583,700,682,749,750,758,750,764,750,796,773,910,900,1000,1000,1065,1073,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1062,1063,1065,1065,1028,1000,980,950,915,860
2016/10/22 19:03,3308566,94,381.5,372,4,360,595,583,699,684,751,750,759,750,765,750,796,774,910,900,1000,1000,1065,1073,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1062,1063,1065,1065,1028,1000,980,950,914,859
2016/10/22 19:08,3308598,95,373.4,369,-3,360,607,583,700,684,749,750,759,750,765,750,796,775,911,900,1000,1000,1065,1073,1065,1065,1065,1064,1065,1065,1065,1065,1065,1065,1065,1065,1062,1063,1065,1064,1028,1000,980,950,915,858
2016/10/22 19:13,3308628,95,367.6,363,-6,360,599,583,702,684,752,750,758,750,765,750,797,775,911,900,1000,1000,1065,1073,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1062,1063,1065,1065,1028,1000,980,950,914,858
2016/10/22 19:18,3308661,96,399.6,358,-5,360,600,583,699,683,750,750,758,750,762,750,798,776,912,900,1000,1000,1065,1073,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1062,1063,1065,1065,1027,1000,980,950,914,857
2016/10/22 19:23,3308693,96,365.9,365,7,360,603,583,701,684,748,750,756,750,762,750,800,777,912,900,1000,999,1065,1073,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1062,1063,1065,1065,1028,1000,980,950,914,857
2016/10/22 19:28,3308724,97,380.6,372,7,360,596,583,700,685,751,750,752,750,762,750,801,778,913,900,1000,998,1065,1073,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1062,1063,1065,1065,1027,1000,980,950,914,857
2016/10/22 19:33,3308756,97,374.7,369,-3,360,607,583,700,685,748,750,748,750,762,750,801,777,913,900,1000,997,1065,1073,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1062,1063,1065,1065,1028,1000,980,950,914,857
2016/10/22 19:38,3308787,98,366.6,362,-7,361,598,583,702,686,751,750,751,750,763,750,802,776,913,900,1000,997,1065,1073,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1062,1063,1065,1065,1028,1000,979,950,913,857
2016/10/22 19:43,3308820,98,391.4,358,-4,360,601,583,699,686,750,750,753,750,763,750,803,775,914,900,1000,997,1065,1073,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1062,1063,1065,1064,1028,1000,979,950,914,857
2016/10/22 19:48,3308850,100,356.7,367,9,361,603,584,702,688,750,750,751,750,764,750,805,772,914,900,1000,997,1065,1073,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1062,1063,1065,1064,1028,1000,979,950,913,856
2016/10/22 19:53,3308882,100,382.5,371,4,360,597,582,699,687,750,750,750,750,762,750,802,769,914,900,1000,997,1065,1073,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1062,1063,1065,1064,1028,1000,979,950,915,856
2016/10/22 19:58,3308912,100,359.1,367,-4,360,604,582,703,687,749,750,750,750,761,750,795,765,915,900,1000,997,1065,1073,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1062,1063,1065,1064,1028,1000,979,950,914,856
2016/10/22 20:03,3308944,100,398.6,360,-7,360,596,581,696,686,751,750,749,750,759,750,790,762,915,900,1000,997,1065,1073,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1062,1063,1065,1064,1028,1000,979,950,914,857
2016/10/22 20:08,3308977,100,383.8,359,-1,360,604,581,704,686,749,750,750,750,755,750,785,760,916,900,1000,997,1065,1073,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1062,1063,1065,1064,1028,1000,979,950,915,857
2016/10/22 20:13,3309008,101,385.8,371,12,361,598,581,697,688,751,750,750,750,750,750,782,761,916,900,1000,997,1065,1073,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1062,1063,1065,1064,1028,1000,980,950,914,857
2016/10/22 20:18,3309040,101,372.3,373,2,360,599,581,704,688,749,750,749,750,751,750,786,764,916,900,1000,997,1065,1073,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1062,1063,1065,1064,1028,1000,980,950,916,857
2016/10/22 20:23,3309071,102,366.9,368,-5,360,604,582,697,688,751,750,751,750,752,750,790,766,916,900,1001,997,1065,1073,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1062,1062,1065,1064,1028,1000,979,950,914,857
2016/10/22 20:28,3309103,102,402.8,360,-8,359,595,581,703,688,749,750,748,750,752,750,794,767,916,900,1001,997,1065,1073,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1062,1062,1065,1064,1028,1000,980,950,915,857
2016/10/22 20:33,3309136,103,378.9,360,0,359,605,581,701,688,751,750,752,750,753,750,795,766,916,900,1002,998,1065,1074,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1062,1062,1065,1064,1028,1000,980,950,914,856
2016/10/22 20:38,3309168,103,405.2,370,10,360,597,581,695,687,749,750,749,750,752,750,798,763,915,900,1004,999,1065,1075,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1062,1062,1065,1064,1028,1000,979,950,913,856
2016/10/22 20:43,3309199,104,347.3,371,1,360,603,581,705,686,751,750,750,750,750,750,800,759,914,900,1005,1000,1066,1076,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1062,1062,1065,1064,1028,1000,980,950,914,855
2016/10/22 20:48,3309230,104,378.2,365,-6,360,602,581,697,686,749,750,752,750,749,750,796,754,914,900,1005,1000,1065,1075,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1062,1062,1065,1064,1028,1000,980,950,913,855
2016/10/22 20:53,3309263,104,399.6,358,-7,359,597,581,702,687,751,750,748,750,753,750,792,750,914,900,1004,1000,1065,1075,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1062,1062,1065,1064,1028,1000,980,950,914,855
2016/10/22 20:58,3309294,105,360.4,363,5,361,604,582,699,689,750,750,752,750,751,750,791,750,914,900,1005,1000,1065,1074,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1062,1062,1065,1064,1028,1000,980,950,913,854
2016/10/22 21:03,3309327,105,393.2,371,8,360,596,582,702,689,750,750,748,750,749,750,783,750,914,900,1005,1000,1065,1074,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1062,1062,1065,1064,1028,1000,980,950,914,854
2016/10/22 21:08,3309357,106,368.2,370,-1,360,605,582,697,688,751,750,752,750,754,750,782,750,915,900,1005,1000,1065,1074,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1062,1062,1065,1064,1027,1000,980,950,914,853
2016/10/22 21:13,3309389,106,390.7,363,-7,360,598,581,703,687,748,750,750,750,749,750,781,750,915,900,1005,1000,1065,1075,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1062,1062,1065,1063,1027,1000,980,950,913,853
2016/10/22 21:18,3309422,107,393.9,358,-5,360,602,581,699,686,752,750,750,750,752,750,780,750,916,899,1005,1000,1065,1074,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1062,1062,1065,1063,1027,1000,980,950,914,853
2016/10/22 21:23,3309454,107,376.8,365,7,360,602,580,701,686,748,750,751,750,750,750,782,750,916,900,1006,1000,1065,1075,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1062,1062,1065,1063,1027,1000,980,950,913,852
2016/10/22 21:28,3309486,108,392,371,6,360,597,580,699,687,752,750,748,750,750,750,782,750,916,900,1006,1000,1065,1075,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1062,1062,1065,1063,1028,1000,980,950,915,852
2016/10/22 21:33,3309518,108,359.3,368,-3,360,606,581,701,690,748,750,753,750,752,750,783,750,915,900,1006,1000,1065,1075,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1062,1062,1065,1063,1027,1000,979,950,913,851
2016/10/22 21:38,3309549,109,397.4,362,-6,359,595,580,703,689,752,750,748,750,748,750,783,750,913,900,1006,1000,1065,1075,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1062,1062,1065,1063,1027,1000,979,950,913,850
2016/10/22 21:43,3309583,109,400.9,358,-4,360,602,581,696,689,749,750,752,750,752,750,781,750,912,900,1005,1000,1065,1075,1065,1065,1065,1066,1065,1065,1065,1065,1065,1065,1065,1065,1062,1062,1065,1063,1027,1000,979,950,912,850
2016/10/22 21:48,3309614,112,373.5,368,10,361,603,580,702,689,750,750,750,750,749,750,783,750,912,900,1004,1000,1065,1075,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1062,1062,1065,1063,1027,1000,979,950,912,850
2016/10/22 21:53,3309647,112,390.8,371,3,360,597,581,700,687,750,750,750,750,751,750,779,750,912,900,1002,1000,1065,1075,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1062,1062,1065,1063,1027,1000,979,950,913,850
2016/10/22 21:58,3309679,113,372,367,-4,360,606,581,700,687,749,750,752,750,751,750,783,750,911,900,1002,1000,1065,1075,1065,1065,1065,1064,1065,1065,1065,1065,1065,1065,1065,1065,1062,1062,1065,1063,1027,1000,979,950,912,850
2016/10/22 22:03,3309711,113,402.8,360,-7,360,596,581,703,687,751,750,748,750,749,750,777,750,911,900,1002,1000,1065,1075,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1062,1062,1065,1063,1027,1000,979,950,913,850
2016/10/22 22:08,3309745,114,394.9,359,-1,360,604,580,697,687,749,750,753,750,752,750,781,750,909,899,1002,1000,1065,1075,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1062,1062,1065,1063,1028,1000,979,950,912,850
2016/10/22 22:13,3309777,114,394.5,371,12,360,602,579,700,686,751,750,748,750,748,750,778,750,907,899,1003,1000,1065,1075,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1062,1061,1065,1063,1028,1000,979,950,912,850
2016/10/22 22:18,3309810,115,385.2,372,1,360,598,579,700,685,749,750,752,750,752,750,778,750,905,899,1004,1000,1065,1075,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1062,1061,1065,1063,1028,1000,979,950,913,850
2016/10/22 22:23,3309841,115,369.2,366,-6,360,604,578,705,686,751,750,750,750,749,750,778,750,903,898,1004,1000,1065,1075,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1062,1061,1065,1063,1028,1000,979,950,912,850
2016/10/22 22:28,3309875,116,417.5,359,-7,360,595,578,696,686,749,750,750,750,751,750,775,750,901,897,1004,1000,1065,1074,1065,1065,1065,1064,1065,1065,1065,1065,1065,1065,1065,1065,1062,1061,1065,1062,1027,1000,979,950,914,850
2016/10/22 22:33,3309908,116,371.7,360,1,360,604,578,705,688,751,750,752,750,750,750,779,750,900,896,1003,1000,1065,1075,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1062,1061,1065,1062,1027,1000,979,950,912,850
2016/10/22 22:38,3309942,116,426.3,371,11,358,596,578,693,687,749,750,748,750,749,750,775,750,900,895,1002,1000,1065,1074,1065,1065,1065,1064,1065,1065,1065,1065,1065,1065,1065,1065,1062,1061,1065,1062,1027,1000,979,950,913,850
2016/10/22 22:43,3309975,116,361.1,370,-1,360,603,578,703,687,751,750,753,750,752,750,778,750,901,895,1000,1000,1065,1074,1065,1065,1065,1064,1065,1065,1065,1065,1065,1065,1065,1065,1062,1061,1065,1062,1027,1000,979,950,913,850
2016/10/22 22:48,3310006,118,415.8,363,-7,360,602,578,699,685,748,750,748,750,748,750,776,750,899,894,999,1000,1065,1074,1065,1065,1065,1063,1065,1065,1065,1065,1065,1065,1065,1065,1062,1061,1065,1062,1027,1000,979,950,913,850
2016/10/22 22:53,3310042,118,406.4,358,-5,360,598,578,700,684,752,750,752,750,752,750,777,750,900,894,1000,1000,1065,1074,1065,1065,1065,1062,1065,1065,1065,1065,1065,1065,1065,1065,1062,1061,1065,1062,1027,1000,979,950,913,850
2016/10/22 22:58,3310074,120,396.6,366,8,360,604,578,700,684,748,750,749,750,749,750,778,750,900,893,1000,1000,1065,1073,1065,1065,1066,1060,1065,1065,1065,1065,1065,1065,1065,1065,1062,1061,1065,1062,1027,1000,979,950,911,850
2016/10/22 23:03,3310109,121,416.5,371,5,360,595,578,695,684,752,750,750,750,751,750,775,750,899,893,1000,1000,1064,1073,1065,1065,1067,1056,1065,1065,1065,1065,1065,1065,1065,1065,1062,1061,1065,1062,1028,1000,979,950,913,850
2016/10/22 23:08,3310141,122,379.7,366,-5,361,605,579,702,686,749,750,751,750,751,750,779,750,901,893,1000,999,1065,1074,1065,1065,1067,1054,1065,1065,1065,1065,1065,1065,1065,1065,1062,1061,1065,1062,1027,1000,979,950,911,850
2016/10/22 23:13,3310176,122,448.6,358,-8,360,597,579,698,684,751,750,748,750,749,750,775,750,900,893,1000,999,1065,1076,1065,1065,1067,1053,1065,1065,1065,1065,1065,1065,1065,1065,1062,1061,1065,1062,1027,1000,979,950,913,850
2016/10/22 23:18,3310211,123,370.9,362,4,360,603,579,703,685,750,750,753,750,752,750,778,750,900,892,1000,999,1066,1077,1065,1065,1067,1052,1065,1065,1065,1065,1065,1065,1065,1065,1062,1061,1065,1062,1027,1000,979,950,911,850
